Title,Review
무빙,한국형 히어로물이 드디어 성공하는 것 같아서 기쁘다 그 시작이 무빙이라 원작팬으로서 너무 좋음  각색을 원작자인 강풀님이 해주신게 신의 한수  배우들의 연기도 맘에 든다
무빙,드디어 강풀 원작을 실사화에 성공했다 한국판 히어로물  연기 액션    모든게 완벽하다
무빙,이틀만에 정주행 완료 넘 재밌게 봤다
무빙,웹툰을 보지 않고 봤기에 소재가 더 흥미롭게 느껴졌고 각 역할별 스토리도 잘 풀어나갔던 것 같다  배우들이 각자의 역할을 너무 잘 소화한 듯  귀여운 봉석이  
무빙,풋풋한 청춘물에 초능력이 결합해 멋진 스파이물이 탄생했다  훌륭한 원작을   도 아깝지 않게 만들어준 작품 
무빙,잘 못봤던 장면도 있었지만  그래도 대체적으로 있으면 흥미로웠겠다라는 캐릭터들  재밌었다
무빙,   화를 보면 이것이 능력자를 다루는 것인지 청춘 하이틴 로맨스인지 의심이 간다
무빙,성공적인 퓨전 한식 뷔페 느낌  색다른데 익숙하고 심지어 집는 것마다 맛있다 
무빙,액션을 안 좋아하는데도 스토리가 탄탄한 드라마였어요 
무빙,신나게 놀이공원에 갔는데 타고싶던 놀이기구 두개타고 나니 나머지는 전부 고장수리중   
무빙,그전에 나왔던 초능력물과는 다른 확실한 캐릭터들의 개성 지루하지않은 스토리라인 자연스럽게 작품에 녹아있는 떡밥 배우들의 열연까지 지금까지 나왔던 초능력물중에 제일 완벽한작품
무빙,뚠빵한 봉석이의 귀여움에  화동안 조련당하다가 두식미현한테  화부터 조져지는 중 천재 스토리텔러 강풀이 마무리까지 잘했을거라 믿어의심치않는다 몇년 통틀어 최고의 드라마
무빙,끝까지 몰입해서 봤네요 어린시절 미드 히어로즈 느낌 오랫만에 느꼈어요 원작이 어땠는지 모르겠지만 배우들 다 매력있었고 액션도 너무 시원시원했고     쫓으러 가는 장면  와아  
무빙,솔직히 라인업도 그렇고  내용도 그렇고 대체적으로 마음에 들었고 뭔가 처음 보는 분들도 몰입도 하나는 최고가 아닐까 생각듭니다 
무빙,국내에서 보기 힘든 상당한 수준의 액션과   로 무장하였지만 관심없는 과거 얘기만 주구장창 봐야 하는 구간은 정말 최악이다  과거 얘기라도 재미만 있으면 되겠지만 전혀 그렇지 않다
무빙,매주 오글거리고 어색하지만 빠져들 수 밖에    
무빙,어색한 특수효과만큼 설득력 없는 구닥다리 스토리텔링   강풀 만화는 작화가 별로여도 재미는 있었는데 드라마는 특효 연출 스토리텔링 다 별로임    만화도 다시 보면 노잼이려나
무빙,봉석이가 울 때 나도 울었음 엄마는 봉석이를 위해 한 일이지만 봉석이가 그렇게 생각했다고 생각하니 한효주한테 이입이 되서 내가 다 봉석이한테 미안해짐
무빙,디지니 돈잘썼다 그래 앞으로도 한국에 팍팍써줘라 우리가 잘만들잖아
무빙,이거 왜 나옴   
무빙,  화까지 완료  학교 에서 좀 끌지만    날 가져    화까지 완료  이 분위기 잘 이어가면 명작
무빙,명작입니다 꼭보세요  해외애서도 호평 일색입니다  
무빙,액션신이 기대이상입니다  배우들연기도 좋고 간만에 재밌는 드라마 발견했네요    
무빙,일단 출발은 좋다
무빙, 월  일 오픈하는 무빙   엄청나게 기다리고 있는 중인데 키노라이츠 팝콘이벤트로 오픈 전 열린 무빙 쇼케이스에 참석해서 드라마에 대한 얘기를 듣고 왔는데 더욱 기대가 됩니다   
무빙,감성있는 히어로물  후속작은 더 많은 자본으로   에 신경 써줬으면 좋겠다
무빙,다양한 초능력자 캐릭터가 있어서 좋았고 스토리가 탄탄합니다
무빙,한국만이 할 수 있는 히어로물
무빙,이토록 아름다운 이야기라니
무빙,이런거 만들어주셔서 너무 감사합니다   우리나라에도 이런 미친 액션 초능력물이 나올 수 있다니    이런 드라마라면 이제 추천할 수 있지 시즌  주셔야합니다  
무빙,무빙은 단순한 초능력자들을 이야기 하는게 아닌 가족의 사랑을 느낄수있는 특별한 작품이다 
무빙, 다르고 특별함 을 모든 인물에게 대입해도 설명이 될 만큼  촘촘하게 엮인 작품 
무빙,한국 드라마의 새로운 역사를 쓰고 있는 무빙 
무빙,에피소드별 캐릭터를 다루고 이야기를 펼치는 재미는 분명 좋은데 시즌 전체 흐름까지 만족스러운 건 아니다 그래도 다음 시즌을 기다리게 되는 건 어쩔 수 없는 팬의 마음
무빙,강풀식 능력자들의 사람사는 이야기
무빙, 화까지 봤는데 정말 너무 재미있습니다   
무빙,예고편과 본편이 너무 괴리감 느껴진다  예고편에서 보여준 작품과는 완전히 다른 느낌이었다 
무빙,지겨운 얘기 지겹게 이끌어간다
무빙,완전 꿀잼      감동  액션  멜로  재미 두루두루 잘 갖춘 드라마 무빙 강력 추천        
무빙,앞으로가 더 기대되는 작품
무빙,귀여워서 웃음이 피식피식 나오는 드라마
무빙,  도 나름 괜찮고 재밌음  개인적으로 히어로물 있는 드라마 영화 중에선 아직 까지는 제일 재밌는 거 같음 남은 회차 들도 기대가 됨
무빙,영화 수준의 스케일과 연기가 맘에 와닿습니다  온가족 함께 보고 있습니다 강추예오 
무빙,액션  히어로  느와르  초능력      로맨스 등 다양한 장르를 한 번에 볼 수 있어서 새로웠음
무빙,중반부 몇 개의 에피를 제외하고는 전반적으로 루즈하고 멜로드라마도 너무 옛날 감성이라 엄청난 호평에 공감이 잘 안 가는    마지막 에피도 한참 뒀다가 겨우 봤다 
오징어 게임 시즌 2,시즌 부터 작품성이 있진 않았지만 시즌 로 오면서 그나마 있던 재미마저 잃고 오글거리고 구린 연출만 가득해졌다
오징어 게임 시즌 2,오   난 재밌게 봤는데    
오징어 게임 시즌 2,늘어지는 서사  지루한 게임  욕심만 많았던  편의 징검다리 
오징어 게임 시즌 2,공유라는 배우를 다시 보게 된것만으로도
오징어 게임 시즌 2,시즌 은 걸리는게 있어도 치달리는 전개에 마지막까지 보게 만드는 힘이 있었는데 시즌 는 방지턱에 계속 넘어지는 느낌  특히 후반부는 정말   
오징어 게임 시즌 2,첫화에 양복남의 신들린 연기에 빠져서  화까지 정주행하게 만든다  한국인이 느끼기에 다소 오글거릴수 있지만 오징어게임  를 만든다 했을때 내놓을 수 있는 거의 완벽한 정답인듯
오징어 게임 시즌 2,제작비를 배우 섭외비에 다쓴거 같음
오징어 게임 시즌 2,오겜  기대안했었는데 임샨 출연한데서 몹시 기대됨  탑이 에러다  
오징어 게임 시즌 2,이건 그냥 오징어잖아요 
오징어 게임 시즌 2,오징어게임에서 게임은 어디가고 총질만
오징어 게임 시즌 2,시즌 는 나오면 안됐습니다 
오징어 게임 시즌 2,오겜  편보다  편이 훨씬 더 재밌었음 전작의 명성을 이용해 엇비슷하게 흘러갈줄 알았는데 후속시리즈가 나오는데 오래걸린만큼 제작진들이 많은 고심을 한게 느껴져서 재밌게 봤음
오징어 게임 시즌 2,왜 이리 평점이 박하누    그냥 저냥 볼만은 하잖아  시즌 을 뛰어넘는 작품들은 원래 그리 많지 않잖아   시즌  본 사람들은 어차피 볼거잖아  그냥 보고 평타정도는 된다하면 됨
오징어 게임 시즌 2,이야기가 커진 느낌이 아니라 시즌   로 억지로 늘린느낌    시즌 에서 엄청 좋게 나오는게 아니면 최악으로 남을 듯
오징어 게임 시즌 2,공유의 재발견
오징어 게임 시즌 2,지루하고 전편보다 훨씬 재미없고 캐스팅도 더 어이없음  이제 시리즈로 만들지마라 
오징어 게임 시즌 2,보다 만 느낌   타노스 대체불가할만한 캐릭터도 아니더구만 탑이 계속 거슬림  
오징어 게임 시즌 2,박수칠때 떠났어야    
오징어 게임 시즌 2,시즌 와 시즌 로 굳이 왜 나눈걸까 
오징어 게임 시즌 2,공유가 다했다  시즌 가 한번에나오는게 좋았을것같고  고구마 찐따와 서사도없이 계속나오다 허망하게 가는 캐릭터들이 시간만 잡아먹고 의미도 없는게 매우 불호 
오징어 게임 시즌 2,오징어 게임이 아니라 오징어 투표 
오징어 게임 시즌 2, 에서 멈췄어야했다 
오징어 게임 시즌 2,잡다한 잡동사니들에 의해 어질러진 게임
오징어 게임 시즌 2,저는 재미있게 봤어요 공유가 인상적이 였습니다 
오징어 게임 시즌 2,나는 시즌  보다 더 고퀄이고 너무 재미 있는데   
오징어 게임 시즌 2,  공유 러시안룰렛 때의 표정   크   박성훈 존예에서 갑자기 개 쌍남자 크   탑 그 캐릭터 자체가 역겨웠을 뿐  딴 미드보면 저런 역 항상있잖슴  노배우 양아치연기가 더 짱남
오징어 게임 시즌 2,시즌 로 가기위한 징검다리 시즌 시즌 의 캐릭터들과 시즌  새로 출연하는 캐릭터들을 조화시키느라 고민한 흔적이 많이 보인다  한 번에 몰아 볼 수 밖에 없을 정도로 흡입력 있음 
오징어 게임 시즌 2,개인적으로는 시즌 는  이랑은 좀 다른매력이 있어서 매우 재밌게 봤는데 그냥 시즌 에서 끝냈으면 더 좋았을듯 깔끔하고 시즌 까지는 너무 길게 끄는 느낌  
오징어 게임 시즌 2,  의 표기로 한층 풍부해진 이야기     의 난잡함은 흥미를 잃게 한다 
오징어 게임 시즌 2,타노스는 마블의 것  이름부터 배우까지  이 캐릭터만 더 고려했다면 시즌 는 더 성공했을 것 같다 
오징어 게임 시즌 2,너무 기대가 컷나    내용이야 그렇다치고 한번에 공개하면 안됫냐  
오징어 게임 시즌 2,초반 서사가 너무 길어 지루할 뻔 했지만 관객이 원하는 것이 훌륭하게 연출되어 나왔다  하지만 시즌 을 염두한 어설픈 결말 때문에 꼭 마지막  시즌이 나오면 몰아 보기를 추천한다 
오징어 게임 시즌 2,공유의 연기교실 별들의 잔치 속 빛난 공유 그는 대체  
오징어 게임 시즌 2,공유 때문에 도파민이 폭발해서 뒤에서 웬만한거로는 도파민이 안나옴
오징어 게임 시즌 2,뻔한 플롯과 클리셰의 집합체    보다 더 낮은 점수는 못 주는가
오징어 게임 시즌 2,탑만 아니면   점임  시즌 를 위한 중간단계 빌드업
오징어 게임 시즌 2,오랜만에    몰아보기 했네요  재밌습니다 
오징어 게임 시즌 2,이건너무하잖아
오징어 게임 시즌 2,시즌 의 화려한 라인업으로 기대 중인데 탑이 있어 관건 
오징어 게임 시즌 2,벌써부터 기대된다
오징어 게임 시즌 2,재밌어요
오징어 게임 시즌 2,수양대군 이정재
오징어 게임 시즌 2,기대보다는별로
오징어 게임 시즌 2,워낙 오징어게임 이 흥행해서 기대하고 봤어요  초반엔 약간 루즈했는데 게임시작부터는 흥미진진합니다  역시 이병헌연기는 명불허전입니다   가 기다려집니다 
오징어 게임 시즌 2,좀 빨리 달려도 좋을 것 같은데   뭔가 열심히 풀어 설명을 하는게 지루한 감이 있다 
오징어 게임 시즌 2,각본과 연출을 다 하는 감독님답게 시즌 를 위한 빌드업을 탄탄하게 잘 쌓으신거 같다  이정도면 정말 나쁘지 않은데    혹평이 넘많음    
오징어 게임 시즌 2,공유의 연기가 엄청났다  물론 후반에는 김이 빠지기는 했지만 시즌  에서 어떻게 끝날려는지 궁금하다 
오징어 게임 시즌 2,야무졌던 시즌 의 완결성을 헤치지만 돈을 벌기 위한 시즌  제작은 피할 수 없었던 숙명  그렇기에 쿨하게 다시 깔기 시작한 오징어떡밥들 눈요기는 충분했다  흥취는 시즌 에서 빛나길
오징어 게임 시즌 2,시즌 을 뛰어넘는  화  가면 갈수록 아쉬워지는 전개  시즌을 나누지 않고 시즌 에서 끝냈으면 더 좋았을 작품 
오징어 게임 시즌 2,각 신념의 대립과 증명   
더 글로리 파트 1, 회까지 미친듯이 보게 된다 
더 글로리 파트 1,역시 김은숙 작가  멋지다 연진아   아직도 그 한마디가 기억남  학폭하지 맙시다
더 글로리 파트 1,복수의 쾌감을 극대화하기 위해  화 설정을 매우 과하게 잡은 점과 김은숙 대사 특유의 오그라듦에도 불구하고 볼 만한 가치가 있다  일단 시작하면  화까지 멈추지 못할 것 
더 글로리 파트 1,배우들의 미친연기덕분에 시간가는줄 모르고 몰입해 보았어요
더 글로리 파트 1,여운이 깊은 작품
더 글로리 파트 1,전형적인 복수 드라마  기대하고 봐서인지 생각보단 별로였던 것 같아요 
더 글로리 파트 1,누군가에게는 영광  누군가에는 상처 
더 글로리 파트 1,배우들이 다 연기를 잘해서 보기가 힘들었을 정도    동은이가 어떻게든 살아있어서 그래서 다행이었음   
더 글로리 파트 1,지금까지의 서막은 완벽하다  정주행 재생버튼 누른 이후로 쉬지 않고 다 봤다  이제  월에 공개될 파트 가 관건이다  용두사미일지 용두용미일지 
더 글로리 파트 1,몰입도 최상  역시 김은숙   이란 말이 절로 나오는 드라마 
더 글로리 파트 1,그냥 레전드죠      
더 글로리 파트 1,송혜교가 이렇게까지 연기를 잘했나  학폭의 심각성을 다시 한번 되짚어준 드라마 
더 글로리 파트 1,이쁜 연기만 하던 송혜교가 주름 그대로 노출하며  연기 를 해줘서 의외였던 작품  미스터션샤인의 김은숙 작가를 리스펙했었는데 이 작품에도 찬사를 
더 글로리 파트 1,띵작
더 글로리 파트 1,몰입감이 엄청나서  나도 모르게 문동은에게 감정이입하여 전개 과정에 끔찍함을 느끼고 계속해서 문동은을 응원하게 된다 
더 글로리 파트 1,가해자와 피해자가 학교폭력을 기억하는 방식의 차이  점점더 현실에서  더 글로리 가 언급되는 일이 줄어들기를 바라며
더 글로리 파트 1,드라마지만 마냥 재미로만 볼 수 없다는게 씁슬하다
더 글로리 파트 1,폭력을 같은 폭력으로 대응하는건 하수라 하더라
더 글로리 파트 1,재밌음 복수극중에서 짱
더 글로리 파트 1,몰입감 최고   시간 순삭      
더 글로리 파트 1,진짜 한번에 몰두해서 봤어요 역시 김은숙 작가님 
더 글로리 파트 1,송혜교의 파격적인 연기변신과 임지연의 소름끼치는 맞받아침
더 글로리 파트 1,내 영원한 도파민
더 글로리 파트 1,김은숙 작가는 로코만 잘 쓰는 게 아니다 다시 한번 증명한 드라마
더 글로리 파트 1,자극적이고 배우들 연기도 엄청나서 몰입력이 최고조이다  드라마는 지루해서 잘 못보는데 순식간에 봐버림  괜히 대히트를 한게 아니다 
더 글로리 파트 1,인생의 전부를 복수를 위해 사는 삶의 끝은 비로소 행복이 될 수 있을까  
더 글로리 파트 1,살면서 아픔으로 덮어야 할 기억들을 복수로 회기하여  영광 으로 만들어낸  김 김은희  김은숙  김순옥  중 한 명의 역작  작가 왈  내가 써도 잘 썼다    인정 
더 글로리 파트 1,대사 연기 연출까지 모두 완벽했던 드라마   
더 글로리 파트 1,동은아 니가 너무 행복했음 좋겠어
더 글로리 파트 1,김은숙의 전성기는 도깨비가 아니었구나 
더 글로리 파트 1,킬링타임용으로     하게 볼만한 작품
더 글로리 파트 1,자극적인 연출이 꽤 많았지만 더욱 작품에 몰입하도록 한다 
더 글로리 파트 1,이런 순간에조차 죽지 못하는 너를 미워하지 말고 살아보려 하는 너를 응원해
더 글로리 파트 1, 부작으론 담기 힘든 누군가의 힘겨운 삶 이제 천천히 지켜보려 한다
더 글로리 파트 1,나도 모르는 사이 정주행 하고 있던 드라마  한 장면도 놓칠 수 없게 만든 연출로 이입해서 보게된다  소름돋게 깊이있는 내용들  시즌 의 내용은 어떻게 흘러갈지  결말이 기대된다
더 글로리 파트 1,송혜교 배우의 연기력과 모든 배우들의 연기력이 극을 몰입감있게 만든 것 같습니다  각자 본인의 역할에 빙의가 된 듯한 연기력이 대단하고  부가 기대됩니다 
더 글로리 파트 1,현실의 수많은 연진이들에게   
더 글로리 파트 1,연진아  복수는 이렇게 하는 거야
더 글로리 파트 1,파트 에서 시원하게 복수해주면 좋겠다
더 글로리 파트 1, 더 글로리  가해자의 행복과 피해자의 고통을 맞바꾸려는 한 수
더 글로리 파트 1,김은숙  더 킹 의 부진을 만회  일본풍의 다크한 복수극
더 글로리 파트 1,약한영웅같은 현실적인 학폭이 아니고 선생과 경찰의 방관과 폭력도 비현실적이라 오히려 긴장감이 떨어진다  어느 선생이 자퇴서 내러온 여학생을 패냐
더 글로리 파트 1,각본 연출 연기력 딸리는게 없음 
더 글로리 파트 1,아차 하는 순간에  화가 끝나있다   화를 찾다가  월에 나온다는 소식에 괜히 빨리 봤다 싶다  남은  화를 기다리며 별 한개는 킵 
더 글로리 파트 1,파트  빨리 내놔
더 글로리 파트 1,대사 캐릭터 전개 모두 굿
더 글로리 파트 1,왠만해선 드라마 정주행과  차시청은 어럽다  하지만 그 둘 모두를 가능캐한 작품이다  학폭이란 시의성과 시사성까지 더해지고  살아가야 할 이유  꿈을 묻기도 한다  자극적이지만 
더 글로리 파트 1,더글로리 리뷰
더 글로리 파트 1,재밌음 근데 음 송혜교가 아무래도 다른 주조연들과 나이차가 나보여서 이질감있긴함
더 글로리 파트 1,굿
오징어 게임 시즌 1,넷플릭스 역시 이 투자게임에 신중하게 다시 생각해봐야 한다
오징어 게임 시즌 1,넷플릭스가 아니었다면 한국에서 이런 드라마가 나올 수 있었을까  뛰어난 배우들의 연기력  하지만 후반부로 갈수록 호흡이 느려지고 개연성이 사라진다    흥미로웠지만 아쉬웠다 
오징어 게임 시즌 1,그동안 한국영화에서 볼 수 없었던 새로운 장르를 개척했지만 짜깁기에 그친   배틀로얄 장르의 한계
오징어 게임 시즌 1,내 이리 잔인할 줄 몰랐쏘
오징어 게임 시즌 1,허술한 부분도 적지 않아 아쉬움도 크지만 전체적으로 마음에 들었기에 시즌 가 나온다면 기대할 것이다 
오징어 게임 시즌 1,차라리 영화로 만들었으면
오징어 게임 시즌 1,아    욕하면서 봤지만 솔직히 한번 켜면  화까지 정주행안 할수가 없는 아주 자극적이고 볼만한 작품 아쉬운 부분은 많지만 추천
오징어 게임 시즌 1,아쉬운 게임  잃지 않는 완성도
오징어 게임 시즌 1,설국열차의 코믹버젼같달까  어쩄든 잔인한 주제와 내용과는 전혀 다르게 신선한 진행으로 무겁지 않고 재미있게 본거같다 하지만 뭔가 인생에 씁쓸함은 다 느끼고 만듯
오징어 게임 시즌 1,죽이는 장면이 너무 많아서 못 볼 거라 생각하고 미루고 미루다 봤는데 중반부터 내용이 좋아서 푹 빠져서 보게 된 드라마 
오징어 게임 시즌 1,한동안 달고나에 빠졌답니다 추억의 게임이 많이 나와서 좋았어요 시즌 는 어떤 게임이 기다리고 있을지  
오징어 게임 시즌 1,설정이 말도 안된다고 생각하면서도 진짜 어디선가 이런 게임이 진행중일까 싶었다  주인공은 생존할 것이란 걸 알면서도 게임결과 나올때마다 손에 땀이 나더라 
오징어 게임 시즌 1,일단 봐라  그래야 대화가 된다 
오징어 게임 시즌 1,신박한 세트장  전형적인 스토리   그러나 세계관 하나만큼은 계속해서 보고싶게 만드는 매력이 있다
오징어 게임 시즌 1, 가 기대된다
오징어 게임 시즌 1,일부 비판점은 있으나 오락성으로 보나  흥행으로 보나 잘 만든 작품이라고 생각한다 
오징어 게임 시즌 1,각본도 잘 짜여져 있고  대사도 좋다  그냥 봐라  
오징어 게임 시즌 1,너무 길었다
오징어 게임 시즌 1,엄청난 딸바보가 딸 만나는걸 포기한다고  정말 대단한 정의의 사도 납셨네 
오징어 게임 시즌 1,시도는 좋았다고 하기엔 각본상 구멍이 너무 많다  그리 매력적이지도 않은 인물들에 그 성격마저 계속 붕괴된다  뭘 말하려는 건지는 알겠지만  클리셰를 따라가는 데에 그쳐 아쉽다 
오징어 게임 시즌 1,흔한 소재  진부한 대사와 지루한 전개 그리고 나름의 초호화 캐스팅  
오징어 게임 시즌 1,신선한 것도 한국에서 첫 장르물 시도라 부산행처럼 신선한 거지
오징어 게임 시즌 1,좋아요
오징어 게임 시즌 1,신선하고 긴장감 있게 본 영화  뭔가 부족하고 아쉬운 부분이 없지 않아 있었는데 그래도 재미있게 봤다 나같아도 참여 했을까 하는 생각이 듬
오징어 게임 시즌 1,진짜 좀 역설적이지만 데스게임이나 이런 장르 좋아하면 보지말고 싫어하거나 관심없으면 보셈
오징어 게임 시즌 1,무난하게 보긴했는데 이게 그렇게 뜰만한 작품인가   
오징어 게임 시즌 1,띵작은 이유가 있다
오징어 게임 시즌 1,뛰어난지는 모르겠지만 보게 만드는 힘이 있다 
오징어 게임 시즌 1,게임에 참여하시겠습니까  아뇨 
오징어 게임 시즌 1,시즌  가 기대돼요
오징어 게임 시즌 1,재밌는지는 모르겠는데 이상하게 끊어서 볼 수 없어 정주행을 하게만드는 묘한 중독성
오징어 게임 시즌 1,새로운 장르의 드라마  처음 제목을 볼 때 좀 별로였지만  긴장감을 놓을 수 없을 정도로 몰입해서 봄 
오징어 게임 시즌 1,뻔하다고 생각하면서도 앉은 자리에서 모든 회차를 다 봐버렸다 역시 아는 맛이 무섭다
오징어 게임 시즌 1,너무 화제작이라 안볼수 없었고 국위선양에 한몫한 드라마 서포트 안할수 없지만  잔인한건 난 불호  건너뛰고보기 바쁨
오징어 게임 시즌 1,지구촌에 뽑기게임을 알린것만쳐도 대단한 작품
오징어 게임 시즌 1,국산 컨텐츠는 국산 초콜릿 같다  아이코닉한 설정들과 장면들 몇몇에 혹해 직접 까본 러닝타임 대부분이 익히 먹어왔던 팜유의 그 맛 
오징어 게임 시즌 1,클리셰 덩어리인 작품이 어떻게 세계적인 작품이 되었는가는 연구대상
오징어 게임 시즌 1,한국치고는 괜찮다는 평과 문화강국이라는 표어는 자가당착
오징어 게임 시즌 1,한국고유의 신파극 한가득   개연성 떨어지는 부분도 많고 뻔히 스토리가 어찌 흘러갈지 보이는    개인적으로 보려고 쓴 시간이 아까운 작품
오징어 게임 시즌 1,도무지 주인공 이정재에게 공감이란걸 할 수 없어서 아쉽다     
오징어 게임 시즌 1,어울릴것 같지 않은 조합에 반응할때 
오징어 게임 시즌 1,아쉬운점이 많기는한데 그래도 볼만은 합니다 신파좀빼고 조금더 짜임새 있고 하면 훨씬더 좋을꺼같애요 시즌 나오게 된다면 좀더 좋은 작품 나오길 빕니다
오징어 게임 시즌 1,아쉬운 부분이 많다      년작이라기엔 너무 진부한 소재에 뻔한 결말    분명 더 잘 만들 여지가 많았다는 생각  부족한 면이 있음
오징어 게임 시즌 1,드라마라는 장르적 요소가 작품의 득이자 실
